Rank,English_Meaning,Language_A,Word_A,Language_B,Word_B,Similarity_Score,Pattern_Detected
4161,mathematics,gl,matemáticas,ro,matematică,0.762,delta: 'áticas' vs 'atică'
4161,mathematics,it,matematica,pt,matemática,0.900,delta: 'a' vs 'á'
4161,mathematics,it,matematica,ro,matematică,0.900,delta: 'a' vs 'ă'
4161,mathematics,pt,matemática,ro,matematică,0.800,delta: 'ática' vs 'atică'
4162,hallway,gl,corredor,it,corridoio,0.706,delta: 'edor' vs 'idoio'
4162,hallway,it,corridoio,pt,corredor,0.706,delta: 'idoio' vs 'edor'
4163,african-american,en,african-american,es,afroamericano,0.759,delta: 'ican-american' vs 'oamericano'
4163,african-american,en,african-american,gl,afroamericano,0.759,delta: 'ican-american' vs 'oamericano'
4163,african-american,en,african-american,it,afroamericano,0.759,delta: 'ican-american' vs 'oamericano'
4163,african-american,en,african-american,pt,afro-americano,0.800,delta: 'ican-american' vs 'o-americano'
4163,african-american,en,african-american,ro,afro-american,0.828,delta: 'ican' vs 'o'
4163,african-american,ca,afroamericà,es,afroamericano,0.833,delta: 'à' vs 'ano'
4163,african-american,ca,afroamericà,gl,afroamericano,0.833,delta: 'à' vs 'ano'
4163,african-american,ca,afroamericà,it,afroamericano,0.833,delta: 'à' vs 'ano'
4163,african-american,ca,afroamericà,pt,afro-americano,0.800,delta: 'americà' vs '-americano'
4163,african-american,ca,afroamericà,ro,afro-american,0.833,delta: 'americà' vs '-american'
4163,african-american,es,afroamericano,fr,Afro-américain,0.741,delta: 'afroamericano' vs 'Afro-américain'
4163,african-american,es,afroamericano,pt,afro-americano,0.963,delta: '' vs '-'
4163,african-american,es,afroamericano,ro,afro-american,0.923,delta: 'americano' vs '-american'
4163,african-american,fr,Afro-américain,gl,afroamericano,0.741,delta: 'Afro-américain' vs 'afroamericano'
4163,african-american,fr,Afro-américain,it,afroamericano,0.741,delta: 'Afro-américain' vs 'afroamericano'
4163,african-american,fr,Afro-américain,pt,afro-americano,0.786,delta: 'Afro-américain' vs 'afro-americano'
4163,african-american,fr,Afro-américain,ro,afro-american,0.815,delta: 'Afro-américai' vs 'afro-america'
4163,african-american,gl,afroamericano,pt,afro-americano,0.963,delta: '' vs '-'
4163,african-american,gl,afroamericano,ro,afro-american,0.923,delta: 'americano' vs '-american'
4163,african-american,it,afroamericano,pt,afro-americano,0.963,delta: '' vs '-'
4163,african-american,it,afroamericano,ro,afro-american,0.923,delta: 'americano' vs '-american'
4163,african-american,pt,afro-americano,ro,afro-american,0.963,delta: 'o' vs ''
4164,any,fr,quelconque,it,qualunque,0.737,delta: 'elco' vs 'alu'
4164,any,gl,calquera,pt,qualquer,0.750,delta: 'calquera' vs 'qualquer'
4164,any,it,qualunque,pt,qualquer,0.824,delta: 'unque' vs 'quer'
4165,liability,ca,responsabilitat,es,responsabilidad,0.867,delta: 'tat' vs 'dad'
4165,liability,ca,responsabilitat,fr,responsabilité,0.897,delta: 'at' vs 'é'
4165,liability,ca,responsabilitat,gl,responsabilidade,0.839,delta: 'tat' vs 'dade'
4165,liability,ca,responsabilitat,it,responsabilità,0.897,delta: 'at' vs 'à'
4165,liability,ca,responsabilitat,pt,responsabilidade,0.839,delta: 'tat' vs 'dade'
4165,liability,es,responsabilidad,fr,responsabilité,0.828,delta: 'dad' vs 'té'
4165,liability,es,responsabilidad,gl,responsabilidade,0.968,delta: '' vs 'e'
4165,liability,es,responsabilidad,it,responsabilità,0.828,delta: 'dad' vs 'tà'
4165,liability,es,responsabilidad,pt,responsabilidade,0.968,delta: '' vs 'e'
4165,liability,fr,responsabilité,gl,responsabilidade,0.800,delta: 'té' vs 'dade'
4165,liability,fr,responsabilité,it,responsabilità,0.929,delta: 'é' vs 'à'
4165,liability,fr,responsabilité,pt,responsabilidade,0.800,delta: 'té' vs 'dade'
4165,liability,gl,responsabilidade,it,responsabilità,0.800,delta: 'dade' vs 'tà'
4165,liability,it,responsabilità,pt,responsabilidade,0.800,delta: 'tà' vs 'dade'
4166,crawl,ca,gatejar,es,gatear,0.923,delta: 'j' vs ''
4166,crawl,gl,arrastrarse,pt,arrastar,0.842,delta: 'rarse' vs 'ar'
4167,theoretical,en,theoretical,ro,teoretic,0.842,delta: 'heoretical' vs 'eoretic'
4167,theoretical,ca,teòric,es,teórico,0.769,delta: 'òric' vs 'órico'
4167,theoretical,ca,teòric,gl,teórico,0.769,delta: 'òric' vs 'órico'
4167,theoretical,ca,teòric,it,teorico,0.769,delta: 'òric' vs 'orico'
4167,theoretical,ca,teòric,pt,teórico,0.769,delta: 'òric' vs 'órico'
4167,theoretical,ca,teòric,ro,teoretic,0.714,delta: 'òr' vs 'oret'
4167,theoretical,es,teórico,it,teorico,0.857,delta: 'ó' vs 'o'
4167,theoretical,gl,teórico,it,teorico,0.857,delta: 'ó' vs 'o'
4167,theoretical,it,teorico,pt,teórico,0.857,delta: 'o' vs 'ó'
4167,theoretical,it,teorico,ro,teoretic,0.800,delta: 'ico' vs 'etic'
4168,condemn,en,condemn,ca,condemnar,0.875,delta: '' vs 'ar'
4168,condemn,en,condemn,es,condenar,0.800,delta: 'mn' vs 'nar'
4168,condemn,en,condemn,fr,condamner,0.750,delta: 'emn' vs 'amner'
4168,condemn,en,condemn,gl,condenar,0.800,delta: 'mn' vs 'nar'
4168,condemn,en,condemn,pt,condenar,0.800,delta: 'mn' vs 'nar'
4168,condemn,en,condemn,ro,condamna,0.800,delta: 'emn' vs 'amna'
4168,condemn,ca,condemnar,es,condenar,0.941,delta: 'm' vs ''
4168,condemn,ca,condemnar,fr,condamner,0.778,delta: 'emna' vs 'amne'
4168,condemn,ca,condemnar,gl,condenar,0.941,delta: 'm' vs ''
4168,condemn,ca,condemnar,it,condannare,0.737,delta: 'emnar' vs 'annare'
4168,condemn,ca,condemnar,pt,condenar,0.941,delta: 'm' vs ''
4168,condemn,ca,condemnar,ro,condamna,0.824,delta: 'emnar' vs 'amna'
4168,condemn,es,condenar,fr,condamner,0.706,delta: 'ena' vs 'amne'
4168,condemn,es,condenar,it,condannare,0.778,delta: 'enar' vs 'annare'
4168,condemn,es,condenar,ro,condamna,0.750,delta: 'enar' vs 'amna'
4168,condemn,fr,condamner,gl,condenar,0.706,delta: 'amne' vs 'ena'
4168,condemn,fr,condamner,it,condannare,0.737,delta: 'mner' vs 'nnare'
4168,condemn,fr,condamner,pt,condenar,0.706,delta: 'amne' vs 'ena'
4168,condemn,fr,condamner,ro,condamna,0.824,delta: 'er' vs 'a'
4168,condemn,gl,condenar,it,condannare,0.778,delta: 'enar' vs 'annare'
4168,condemn,gl,condenar,ro,condamna,0.750,delta: 'enar' vs 'amna'
4168,condemn,it,condannare,pt,condenar,0.778,delta: 'annare' vs 'enar'
4168,condemn,it,condannare,ro,condamna,0.778,delta: 'nnare' vs 'mna'
4168,condemn,pt,condenar,ro,condamna,0.750,delta: 'enar' vs 'amna'
4169,fluid,en,fluid,fr,fluide,0.909,delta: '' vs 'e'
4169,fluid,en,fluid,gl,fluído,0.727,delta: 'id' vs 'ído'
4169,fluid,en,fluid,it,fluido,0.909,delta: '' vs 'o'
4169,fluid,en,fluid,pt,fluido,0.909,delta: '' vs 'o'
4169,fluid,ca,fluid,fr,fluide,0.909,delta: '' vs 'e'
4169,fluid,ca,fluid,gl,fluído,0.727,delta: 'id' vs 'ído'
4169,fluid,ca,fluid,it,fluido,0.909,delta: '' vs 'o'
4169,fluid,ca,fluid,pt,fluido,0.909,delta: '' vs 'o'
4169,fluid,es,líquido,it,fluido,0.769,delta: 'líq' vs 'fl'
4169,fluid,es,líquido,pt,fluido,0.769,delta: 'líq' vs 'fl'
4169,fluid,fr,fluide,it,fluido,0.833,delta: 'e' vs 'o'
4169,fluid,fr,fluide,pt,fluido,0.833,delta: 'e' vs 'o'
4169,fluid,fr,fluide,ro,fluid,0.909,delta: 'e' vs ''
4169,fluid,gl,fluído,it,fluido,0.833,delta: 'í' vs 'i'
4169,fluid,gl,fluído,pt,fluido,0.833,delta: 'í' vs 'i'
4169,fluid,gl,fluído,ro,fluid,0.727,delta: 'ído' vs 'id'
4169,fluid,it,fluido,ro,fluid,0.909,delta: 'o' vs ''
4169,fluid,pt,fluido,ro,fluid,0.909,delta: 'o' vs ''
4170,homeland,ca,pàtria,es,patria,0.833,delta: 'à' vs 'a'
4170,homeland,ca,pàtria,gl,patria,0.833,delta: 'à' vs 'a'
4170,homeland,ca,pàtria,it,patria,0.833,delta: 'à' vs 'a'
4170,homeland,ca,pàtria,pt,pátria,0.833,delta: 'à' vs 'á'
4170,homeland,es,patria,fr,patrie,0.833,delta: 'a' vs 'e'
4170,homeland,es,patria,pt,pátria,0.833,delta: 'a' vs 'á'
4170,homeland,fr,patrie,gl,patria,0.833,delta: 'e' vs 'a'
4170,homeland,fr,patrie,it,patria,0.833,delta: 'e' vs 'a'
4170,homeland,gl,patria,pt,pátria,0.833,delta: 'a' vs 'á'
4170,homeland,it,patria,pt,pátria,0.833,delta: 'a' vs 'á'
4171,technological,en,technological,ca,tecnològic,0.783,delta: 'hnological' vs 'nològic'
4171,technological,en,technological,es,tecnológico,0.750,delta: 'hnological' vs 'nológico'
4171,technological,en,technological,fr,technologique,0.769,delta: 'cal' vs 'que'
4171,technological,en,technological,it,tecnologico,0.833,delta: 'hnological' vs 'nologico'
4171,technological,en,technological,pt,tecnológica,0.833,delta: 'hnological' vs 'nológica'
4171,technological,en,technological,ro,tehnologic,0.870,delta: 'chnological' vs 'hnologic'
4171,technological,ca,tecnològic,es,tecnológico,0.857,delta: 'ògic' vs 'ógico'
4171,technological,ca,tecnològic,gl,tecnolóxico,0.762,delta: 'ògic' vs 'óxico'
4171,technological,ca,tecnològic,it,tecnologico,0.857,delta: 'ògic' vs 'ogico'
4171,technological,ca,tecnològic,pt,tecnológica,0.857,delta: 'ògic' vs 'ógica'
4171,technological,ca,tecnològic,ro,tehnologic,0.800,delta: 'cnolò' vs 'hnolo'
4171,technological,es,tecnológico,gl,tecnolóxico,0.909,delta: 'g' vs 'x'
4171,technological,es,tecnológico,it,tecnologico,0.909,delta: 'ó' vs 'o'
4171,technological,es,tecnológico,pt,tecnológica,0.909,delta: 'o' vs 'a'
4171,technological,es,tecnológico,ro,tehnologic,0.762,delta: 'cnológico' vs 'hnologic'
4171,technological,fr,technologique,it,tecnologico,0.750,delta: 'hnologique' vs 'nologico'
4171,technological,fr,technologique,ro,tehnologic,0.783,delta: 'chnologique' vs 'hnologic'
4171,technological,gl,tecnolóxico,it,tecnologico,0.818,delta: 'óx' vs 'og'
4171,technological,gl,tecnolóxico,pt,tecnológica,0.818,delta: 'xico' vs 'gica'
4171,technological,it,tecnologico,pt,tecnológica,0.818,delta: 'ogico' vs 'ógica'
4171,technological,it,tecnologico,ro,tehnologic,0.857,delta: 'cnologico' vs 'hnologic'
4171,technological,pt,tecnológica,ro,tehnologic,0.762,delta: 'cnológica' vs 'hnologic'
4172,exam,en,exam,ca,examen,0.800,delta: '' vs 'en'
4172,exam,en,exam,es,examen,0.800,delta: '' vs 'en'
4172,exam,en,exam,fr,examen,0.800,delta: '' vs 'en'
4172,exam,en,exam,gl,exame,0.889,delta: '' vs 'e'
4172,exam,en,exam,pt,exame,0.889,delta: '' vs 'e'
4172,exam,en,exam,ro,examen,0.800,delta: '' vs 'en'
4172,exam,ca,examen,gl,exame,0.909,delta: 'n' vs ''
4172,exam,ca,examen,it,esame,0.727,delta: 'xamen' vs 'same'
4172,exam,ca,examen,pt,exame,0.909,delta: 'n' vs ''
4172,exam,es,examen,gl,exame,0.909,delta: 'n' vs ''
4172,exam,es,examen,it,esame,0.727,delta: 'xamen' vs 'same'
4172,exam,es,examen,pt,exame,0.909,delta: 'n' vs ''
4172,exam,fr,examen,gl,exame,0.909,delta: 'n' vs ''
4172,exam,fr,examen,it,esame,0.727,delta: 'xamen' vs 'same'
4172,exam,fr,examen,pt,exame,0.909,delta: 'n' vs ''
4172,exam,gl,exame,it,esame,0.800,delta: 'x' vs 's'
4172,exam,gl,exame,ro,examen,0.909,delta: '' vs 'n'
4172,exam,it,esame,pt,exame,0.800,delta: 's' vs 'x'
4172,exam,it,esame,ro,examen,0.727,delta: 'same' vs 'xamen'
4172,exam,pt,exame,ro,examen,0.909,delta: '' vs 'n'
4173,anchor,en,anchor,fr,ancre,0.727,delta: 'hor' vs 're'
4173,anchor,en,anchor,it,ancora,0.833,delta: 'hor' vs 'ora'
4173,anchor,en,anchor,ro,ancoră,0.833,delta: 'hor' vs 'oră'
4173,anchor,ca,àncora,gl,áncora,0.833,delta: 'à' vs 'á'
4173,anchor,ca,àncora,it,ancora,0.833,delta: 'à' vs 'a'
4173,anchor,ca,àncora,pt,âncora,0.833,delta: 'à' vs 'â'
4173,anchor,es,ancla,it,ancora,0.727,delta: 'l' vs 'or'
4173,anchor,fr,ancre,it,ancora,0.727,delta: 're' vs 'ora'
4173,anchor,fr,ancre,ro,ancoră,0.727,delta: 're' vs 'oră'
4173,anchor,gl,áncora,it,ancora,0.833,delta: 'á' vs 'a'
4173,anchor,gl,áncora,pt,âncora,0.833,delta: 'á' vs 'â'
4173,anchor,it,ancora,pt,âncora,0.833,delta: 'a' vs 'â'
4173,anchor,it,ancora,ro,ancoră,0.833,delta: 'a' vs 'ă'
4174,spell,gl,feitizo,pt,feitiço,0.857,delta: 'z' vs 'ç'
4175,considering,en,considering,es,considerando,0.783,delta: 'ing' vs 'ando'
4175,considering,en,considering,fr,considérant,0.727,delta: 'ering' vs 'érant'
4175,considering,en,considering,it,considerando,0.783,delta: 'ing' vs 'ando'
4175,considering,en,considering,pt,considerando,0.783,delta: 'ing' vs 'ando'
4175,considering,es,considerando,fr,considérant,0.783,delta: 'erando' vs 'érant'
4175,considering,fr,considérant,it,considerando,0.783,delta: 'érant' vs 'erando'
4175,considering,fr,considérant,pt,considerando,0.783,delta: 'érant' vs 'erando'
4176,conscious,ca,conscient,es,consciente,0.947,delta: '' vs 'e'
4176,conscious,ca,conscient,gl,consciente,0.947,delta: '' vs 'e'
4176,conscious,ca,conscient,it,cosciente,0.889,delta: 'nscient' vs 'sciente'
4176,conscious,ca,conscient,pt,consciente,0.947,delta: '' vs 'e'
4176,conscious,ca,conscient,ro,conştient,0.778,delta: 'sc' vs 'şt'
4176,conscious,es,consciente,fr,conscient,0.947,delta: 'e' vs ''
4176,conscious,es,consciente,it,cosciente,0.947,delta: 'n' vs ''
4176,conscious,es,consciente,ro,conştient,0.737,delta: 'sciente' vs 'ştient'
4176,conscious,fr,conscient,gl,consciente,0.947,delta: '' vs 'e'
4176,conscious,fr,conscient,it,cosciente,0.889,delta: 'nscient' vs 'sciente'
4176,conscious,fr,conscient,pt,consciente,0.947,delta: '' vs 'e'
4176,conscious,fr,conscient,ro,conştient,0.778,delta: 'sc' vs 'şt'
4176,conscious,gl,consciente,it,cosciente,0.947,delta: 'n' vs ''
4176,conscious,gl,consciente,ro,conştient,0.737,delta: 'sciente' vs 'ştient'
4176,conscious,it,cosciente,pt,consciente,0.947,delta: '' vs 'n'
4176,conscious,pt,consciente,ro,conştient,0.737,delta: 'sciente' vs 'ştient'
4177,vitamin,en,vitamin,ca,vitamina,0.933,delta: '' vs 'a'
4177,vitamin,en,vitamin,es,vitamina,0.933,delta: '' vs 'a'
4177,vitamin,en,vitamin,fr,vitamine,0.933,delta: '' vs 'e'
4177,vitamin,en,vitamin,gl,vitamina,0.933,delta: '' vs 'a'
4177,vitamin,en,vitamin,it,vitamina,0.933,delta: '' vs 'a'
4177,vitamin,en,vitamin,pt,Vitamina,0.800,delta: 'vitamin' vs 'Vitamina'
4177,vitamin,en,vitamin,ro,vitamina,0.933,delta: '' vs 'a'
4177,vitamin,ca,vitamina,fr,vitamine,0.875,delta: 'a' vs 'e'
4177,vitamin,ca,vitamina,pt,Vitamina,0.875,delta: 'v' vs 'V'
4177,vitamin,es,vitamina,fr,vitamine,0.875,delta: 'a' vs 'e'
4177,vitamin,es,vitamina,pt,Vitamina,0.875,delta: 'v' vs 'V'
4177,vitamin,fr,vitamine,gl,vitamina,0.875,delta: 'e' vs 'a'
4177,vitamin,fr,vitamine,it,vitamina,0.875,delta: 'e' vs 'a'
4177,vitamin,fr,vitamine,pt,Vitamina,0.750,delta: 'vitamine' vs 'Vitamina'
4177,vitamin,fr,vitamine,ro,vitamina,0.875,delta: 'e' vs 'a'
4177,vitamin,gl,vitamina,pt,Vitamina,0.875,delta: 'v' vs 'V'
4177,vitamin,it,vitamina,pt,Vitamina,0.875,delta: 'v' vs 'V'
4177,vitamin,pt,Vitamina,ro,vitamina,0.875,delta: 'V' vs 'v'
4178,known,es,conocido,gl,coñecido,0.750,delta: 'no' vs 'ñe'
4178,known,es,conocido,it,conosciuto,0.778,delta: 'cid' vs 'sciut'
4178,known,es,conocido,pt,conhecido,0.824,delta: 'o' vs 'he'
4178,known,gl,coñecido,pt,conhecido,0.824,delta: 'ñ' vs 'nh'
4178,known,it,conosciuto,ro,cunoscut,0.778,delta: 'onosciuto' vs 'unoscut'
4179,hostage,en,hostage,ca,ostatge,0.857,delta: 'hosta' vs 'ostat'
4179,hostage,en,hostage,fr,otage,0.833,delta: 'hos' vs 'o'
4179,hostage,ca,ostatge,fr,otage,0.833,delta: 'stat' vs 'ta'
4179,hostage,ca,ostatge,ro,ostatic,0.714,delta: 'ge' vs 'ic'
4179,hostage,es,rehén,gl,refén,0.800,delta: 'h' vs 'f'
4179,hostage,gl,refén,pt,refém,0.800,delta: 'n' vs 'm'
4180,reserve,en,reserve,ca,reserva,0.857,delta: 'e' vs 'a'
4180,reserve,en,reserve,es,reserva,0.857,delta: 'e' vs 'a'
4180,reserve,en,reserve,fr,réserve,0.857,delta: 'e' vs 'é'
4180,reserve,en,reserve,gl,reserva,0.857,delta: 'e' vs 'a'
4180,reserve,en,reserve,pt,reserva,0.857,delta: 'e' vs 'a'
4180,reserve,en,reserve,ro,rezervă,0.714,delta: 'serve' vs 'zervă'
4180,reserve,ca,reserva,fr,réserve,0.714,delta: 'eserva' vs 'éserve'
4180,reserve,ca,reserva,it,Riserva,0.714,delta: 're' vs 'Ri'
4180,reserve,ca,reserva,ro,rezervă,0.714,delta: 'serva' vs 'zervă'
4180,reserve,es,reserva,fr,réserve,0.714,delta: 'eserva' vs 'éserve'
4180,reserve,es,reserva,it,Riserva,0.714,delta: 're' vs 'Ri'
4180,reserve,es,reserva,ro,rezervă,0.714,delta: 'serva' vs 'zervă'
4180,reserve,fr,réserve,gl,reserva,0.714,delta: 'éserve' vs 'eserva'
4180,reserve,fr,réserve,pt,reserva,0.714,delta: 'éserve' vs 'eserva'
4180,reserve,gl,reserva,it,Riserva,0.714,delta: 're' vs 'Ri'
4180,reserve,gl,reserva,ro,rezervă,0.714,delta: 'serva' vs 'zervă'
4180,reserve,it,Riserva,pt,reserva,0.714,delta: 'Ri' vs 're'
4180,reserve,pt,reserva,ro,rezervă,0.714,delta: 'serva' vs 'zervă'
4181,actively,en,actively,ro,activ,0.769,delta: 'ely' vs ''
4181,actively,ca,activament,es,activamente,0.952,delta: '' vs 'e'
4181,actively,ca,activament,fr,activement,0.900,delta: 'a' vs 'e'
4181,actively,ca,activament,gl,activamente,0.952,delta: '' vs 'e'
4181,actively,ca,activament,it,attivamente,0.857,delta: 'ctivament' vs 'ttivamente'
4181,actively,ca,activament,pt,ativamente,0.900,delta: 'ctivament' vs 'tivamente'
4181,actively,es,activamente,fr,activement,0.857,delta: 'amente' vs 'ement'
4181,actively,es,activamente,it,attivamente,0.909,delta: 'c' vs 't'
4181,actively,es,activamente,pt,ativamente,0.952,delta: 'c' vs ''
4181,actively,fr,activement,gl,activamente,0.857,delta: 'ement' vs 'amente'
4181,actively,fr,activement,it,attivamente,0.762,delta: 'ctivement' vs 'ttivamente'
4181,actively,fr,activement,pt,ativamente,0.800,delta: 'ctivement' vs 'tivamente'
4181,actively,gl,activamente,it,attivamente,0.909,delta: 'c' vs 't'
4181,actively,gl,activamente,pt,ativamente,0.952,delta: 'c' vs ''
4181,actively,it,attivamente,pt,ativamente,0.952,delta: 't' vs ''
4182,mill,es,molino,fr,moulin,0.833,delta: 'lino' vs 'ulin'
4182,mill,es,molino,it,mulino,0.833,delta: 'o' vs 'u'
4182,mill,es,molino,pt,moinho,0.833,delta: 'lin' vs 'inh'
4182,mill,fr,moulin,it,mulino,0.833,delta: 'oulin' vs 'ulino'
4183,teenage,ca,adolescent,es,Adolescente,0.857,delta: 'adolescent' vs 'Adolescente'
4183,teenage,ca,adolescent,gl,adolescente,0.952,delta: '' vs 'e'
4183,teenage,ca,adolescent,it,adolescente,0.952,delta: '' vs 'e'
4183,teenage,ca,adolescent,ro,adolescenta,0.952,delta: '' vs 'a'
4183,teenage,es,Adolescente,fr,adolescent,0.857,delta: 'Adolescente' vs 'adolescent'
4183,teenage,es,Adolescente,gl,adolescente,0.909,delta: 'A' vs 'a'
4183,teenage,es,Adolescente,it,adolescente,0.909,delta: 'A' vs 'a'
4183,teenage,es,Adolescente,ro,adolescenta,0.818,delta: 'Adolescente' vs 'adolescenta'
4183,teenage,fr,adolescent,gl,adolescente,0.952,delta: '' vs 'e'
4183,teenage,fr,adolescent,it,adolescente,0.952,delta: '' vs 'e'
4183,teenage,fr,adolescent,ro,adolescenta,0.952,delta: '' vs 'a'
4183,teenage,gl,adolescente,ro,adolescenta,0.909,delta: 'e' vs 'a'
4183,teenage,it,adolescente,ro,adolescenta,0.909,delta: 'e' vs 'a'
4184,respect,en,respect,ca,respecte,0.933,delta: '' vs 'e'
4184,respect,en,respect,es,respeto,0.857,delta: 'ct' vs 'to'
4184,respect,en,respect,fr,respecter,0.875,delta: '' vs 'er'
4184,respect,en,respect,gl,respecto,0.933,delta: '' vs 'o'
4184,respect,en,respect,pt,respeito,0.800,delta: 'ct' vs 'ito'
4184,respect,ca,respecte,es,respeto,0.800,delta: 'cte' vs 'to'
4184,respect,ca,respecte,fr,respecter,0.941,delta: '' vs 'r'
4184,respect,ca,respecte,gl,respecto,0.875,delta: 'e' vs 'o'
4184,respect,ca,respecte,pt,respeito,0.750,delta: 'cte' vs 'ito'
4184,respect,ca,respecte,ro,respect,0.933,delta: 'e' vs ''
4184,respect,es,respeto,fr,respecter,0.750,delta: 'to' vs 'cter'
4184,respect,es,respeto,gl,respecto,0.933,delta: '' vs 'c'
4184,respect,es,respeto,it,rispetto,0.800,delta: 'espe' vs 'ispet'
4184,respect,es,respeto,pt,respeito,0.933,delta: '' vs 'i'
4184,respect,es,respeto,ro,respect,0.857,delta: 'to' vs 'ct'
4184,respect,fr,respecter,gl,respecto,0.824,delta: 'er' vs 'o'
4184,respect,fr,respecter,pt,respeito,0.706,delta: 'cter' vs 'ito'
4184,respect,fr,respecter,ro,respect,0.875,delta: 'er' vs ''
4184,respect,gl,respecto,it,rispetto,0.750,delta: 'espec' vs 'ispet'
4184,respect,gl,respecto,pt,respeito,0.875,delta: 'c' vs 'i'
4184,respect,gl,respecto,ro,respect,0.933,delta: 'o' vs ''
4184,respect,it,rispetto,pt,respeito,0.750,delta: 'ispet' vs 'espei'
4184,respect,pt,respeito,ro,respect,0.800,delta: 'ito' vs 'ct'
4185,retrieve,ca,recuperar,it,recuperare,0.947,delta: '' vs 'e'
4185,retrieve,ca,recuperar,ro,recupera,0.941,delta: 'r' vs ''
4185,retrieve,es,recuperar,it,recuperare,0.947,delta: '' vs 'e'
4185,retrieve,es,recuperar,ro,recupera,0.941,delta: 'r' vs ''
4185,retrieve,fr,récupérer,ro,recupera,0.706,delta: 'écupérer' vs 'ecupera'
4185,retrieve,gl,recuperar,it,recuperare,0.947,delta: '' vs 'e'
4185,retrieve,gl,recuperar,ro,recupera,0.941,delta: 'r' vs ''
4185,retrieve,it,recuperare,pt,recuperar,0.947,delta: 'e' vs ''
4185,retrieve,it,recuperare,ro,recupera,0.889,delta: 're' vs ''
4185,retrieve,pt,recuperar,ro,recupera,0.941,delta: 'r' vs ''
4186,processing,en,processing,ca,processament,0.727,delta: 'ing' vs 'ament'
4186,processing,ca,processament,gl,procesamento,0.917,delta: 'sament' vs 'amento'
4186,processing,ca,processament,pt,em processamento,0.857,delta: 'processament' vs 'em processamento'
4186,processing,es,Procesando,gl,procesamento,0.727,delta: 'Procesand' vs 'procesament'
4186,processing,gl,procesamento,pt,em processamento,0.857,delta: 'proce' vs 'em proces'
4187,sentiment,en,sentiment,es,sentimiento,0.900,delta: 'ent' vs 'iento'
